March of the Machines,R,10E,91/383,Yes,1.99,
Mass of Ghouls,C,10E,156/383,Yes,0.25,
Megrim,U,10E,157/383,Yes,2.49,
Merfolk Looter,C,10E,92/383,Yes,1.99,
Midnight Ritual,R,10E,158/383,Yes,1.99,
Might of Oaks,R,10E,277/383,Yes,1.99,
Might Weaver,U,10E,278/383,Yes,0.49,
Millstone,R,10E,334/383,Yes,1.99,
Mind Bend,R,10E,93/383,Yes,1.99,
Mind Rot,C,10E,159/383,Yes,0.49,
Mind Stone,U,10E,335/383,Yes,5.99,
Mirri, Cat Warrior,R,10E,279/383,
Mobilization,R,10E,29/383,Yes,3.99,
Mogg Fanatic,U,10E,219/383,Yes,2.49,
Molimo, Maro-Sorcerer,R,10E,280/383,
Mortal Combat,R,10E,160/383,Yes,1.99,
Mortivore,R,10E,161/383,Yes,4.99,
Mountain,C,10E,376/383,Yes,1.49,
Mountain,C,10E,377/383,Yes,1.49,
Mountain,C,10E,378/383,Yes,1.49,
Mountain,C,10E,379/383,Yes,1.49,
Nantuko Husk,U,10E,162/383,Yes,0.99,
Natural Spring,C,10E,281/383,Yes,0.25,
Naturalize,C,10E,282/383,Yes,0.99,
Nekrataal,U,10E,163/383,Yes,4.99,
Nightmare,R,10E,164/383,Yes,2.99,
No Rest for the Wicked,U,10E,165/383,Yes,0.99,
Nomad Mythmaker,R,10E,30/383,Yes,4.99,
Orcish Artillery,U,10E,220/383,Yes,0.49,
Ornithopter,U,10E,336/383,Yes,3.99,
Overgrowth,C,10E,283/383,Yes,2.49,
Overrun,U,10E,284/383,Yes,1.99,
Pacifism,C,10E,31/383,Yes,0.75,
Paladin en-Vec,R,10E,32/383,Yes,7.99,
Pariah,R,10E,33/383,Yes,5.99,
Peek,C,10E,94/383,Yes,2.99,
Persuasion,U,10E,95/383,Yes,1.49,
Phage the Untouchable,R,10E,166/383,Yes,12.99,
Phantom Warrior,U,10E,96/383,Yes,0.99,
Phyrexian Rager,C,10E,167/383,Yes,0.99,
Phyrexian Vault,U,10E,337/383,Yes,0.99,
Pincher Beetles,C,10E,285/383,Yes,0.25,
Pithing Needle,R,10E,338/383,Yes,9.99,
Plagiarize,R,10E,97/383,Yes,1.99,
Plague Beetle,C,10E,168/383,Yes,0.25,
Plague Wind,R,10E,169/383,Yes,9.99,
Plains,C,10E,364/383,Yes,1.49,
Plains,C,10E,365/383,Yes,1.49,
Plains,C,10E,366/383,Yes,1.49,
Plains,C,10E,367/383,Yes,1.49,
Platinum Angel,R,10E,339/383,Yes,14.99,
Primal Rage,U,10E,286/383,Yes,3.99,
Prodigal Pyromancer,C,10E,221/383,Yes,0.49,
Puppeteer,U,10E,98/383,Yes,0.99,
Pyroclasm,U,10E,222/383,Yes,5.99,
Quicksand,U,10E,356/383,Yes,0.99,
Quirion Dryad,R,10E,287/383,Yes,3.99,
Rage Weaver,U,10E,223/383,Yes,0.49,
Raging Goblin,C,10E,224/383,Yes,1.49,
Rain of Tears,U,10E,170/383,Yes,3.49,
Rampant Growth,C,10E,288/383,Yes,2.99,
Ravenous Rats,C,10E,171/383,Yes,0.99,
Razormane Masticore,R,10E,340/383,Yes,2.99,
Recollect,U,10E,289/383,Yes,1.99,
Recover,C,10E,172/383,Yes,0.25,
Regeneration,U,10E,290/383,Yes,0.49,
Relentless Assault,R,10E,225/383,Yes,2.49,
Relentless Rats,U,10E,173/383,Yes,4.99,
Reminisce,U,10E,99/383,Yes,0.75,
Remove Soul,C,10E,100/383,Yes,0.75,
Reviving Dose,C,10E,34/383,Yes,0.25,
Reya Dawnbringer,R,10E,35/383,Yes,19.99,
Rhox,R,10E,291/383,Yes,3.49,
Righteousness,R,10E,36/383,Yes,2.99,
Robe of Mirrors,C,10E,101/383,Yes,0.99,
Rock Badger,C,10E,226/383,Yes,0.25,
Rod of Ruin,U,10E,341/383,Yes,0.49,
Root Maze,R,10E,292/383,Yes,3.99,
Rootwalla,C,10E,293/383,Yes,0.25,
Rootwater Commando,C,10E,102/383,Yes,0.25,
Rootwater Matriarch,R,10E,103/383,Yes,1.99,
Royal Assassin,R,10E,174/383,Yes,2.99,
Rule of Law,U,10E,37/383,Yes,6.99,
Rushwood Dryad,C,10E,294/383,Yes,0.25,
Sage Owl,C,10E,104/383,Yes,0.25,
Samite Healer,C,10E,38/383,Yes,0.25,
Scalpelexis,R,10E,105/383,Yes,1.99,
Scathe Zombies,C,10E,175/383,Yes,0.25,
Scion of the Wild,R,10E,295/383,Yes,1.99,
Scoria Wurm,R,10E,227/383,Yes,1.99,
Sculpting Steel,R,10E,342/383,Yes,14.99,
Sea Monster,C,10E,106/383,Yes,0.25,
Seedborn Muse,R,10E,296/383,Yes,29.99,
Seismic Assault,R,10E,228/383,Yes,5.99,
Sengir Vampire,R,10E,176/383,Yes,2.99,
Serra Angel,R,10E,39/383,Yes,5.99,
Serra's Embrace,U,10E,40/383,Yes,2.49,
Severed Legion,C,10E,177/383,Yes,0.25,
Shatterstorm,U,10E,229/383,Yes,14.99,
Shimmering Wings,C,10E,107/383,Yes,0.25,
Shivan Dragon,R,10E,230/383,Yes,2.99,
Shivan Hellkite,R,10E,231/383,Yes,4.99,
Shivan Reef,R,10E,357/383,Yes,11.99,
Shock,C,10E,232/383,Yes,1.99,
Shunt,R,10E,233/383,Yes,1.99,
Siege-Gang Commander,R,10E,234/383,Yes,4.99,
Sift,C,10E,108/383,Yes,0.49,
Sky Weaver,U,10E,109/383,Yes,0.49,
Skyhunter Patrol,C,10E,41/383,Yes,0.25,
Skyhunter Prowler,C,10E,42/383,Yes,0.25,
Skyhunter Skirmisher,U,10E,43/383,Yes,1.99,
Skyshroud Ranger,C,10E,297/383,Yes,0.99,
Sleeper Agent,R,10E,178/383,Yes,1.99,
Smash,C,10E,235/383,Yes,0.25,
Snapping Drake,C,10E,110/383,Yes,0.25,
Soul Feast,U,10E,179/383,Yes,0.49,
Soul Warden,U,10E,44/383,Yes,3.49,
Soulblast,R,10E,236/383,Yes,1.99,
Spark Elemental,U,10E,237/383,Yes,1.99,
Spawning Pool,U,10E,358/383,Yes,2.99,
Spellbook,U,10E,343/383,Yes,2.49,
Spiketail Hatchling,U,10E,111/383,Yes,0.99,
Spined Wurm,C,10E,298/383,Yes,0.25,
Spineless Thug,C,10E,180/383,Yes,0.25,
Spirit Link,U,10E,45/383,Yes,1.99,
Spirit Weaver,U,10E,46/383,Yes,0.49,
Spitting Earth,C,10E,238/383,Yes,0.25,
Squee, Goblin Nabob,R,10E,239/383,
Stalking Tiger,C,10E,299/383,Yes,0.25,
Stampeding Wildebeests,U,10E,300/383,Yes,0.99,
Starlight Invoker,U,10E,47/383,Yes,0.49,
Steadfast Guard,C,10E,48/383,Yes,0.49,
Steel Golem,U,10E,344/383,Yes,0.99,
Story Circle,R,10E,49/383,Yes,4.99,
Stronghold Discipline,U,10E,181/383,Yes,0.49,
Stun,C,10E,240/383,Yes,0.25,
Sudden Impact,U,10E,241/383,Yes,0.49,
Sulfurous Springs,R,10E,359/383,Yes,4.99,
Sunken Hope,R,10E,112/383,Yes,1.99,
Suntail Hawk,C,10E,50/383,Yes,0.99,
Swamp,C,10E,372/383,Yes,1.99,
Swamp,C,10E,373/383,Yes,1.99,
Swamp,C,10E,374/383,Yes,1.99,
Swamp,C,10E,375/383,Yes,1.99,
Sylvan Basilisk,U,10E,301/383,Yes,0.75,
Sylvan Scrying,U,10E,302/383,Yes,9.99,
Tangle Spider,U,10E,303/383,Yes,0.49,
Telepathy,U,10E,113/383,Yes,0.99,
Telling Time,U,10E,114/383,Yes,3.49,
Tempest of Light,U,10E,51/383,Yes,0.49,
Terramorphic Expanse,C,10E,360/383,Yes,2.99,
Terror,C,10E,182/383,Yes,2.49,
The Hive,R,10E,324/383,Yes,1.99,
Thieving Magpie,U,10E,115/383,Yes,1.99,
Threaten,U,10E,242/383,Yes,0.75,
Thrull Surgeon,U,10E,183/383,Yes,0.49,
Thundering Giant,U,10E,243/383,Yes,0.49,
Tidings,U,10E,116/383,Yes,1.99,
Time Stop,R,10E,117/383,Yes,24.99,
Time Stretch,R,10E,118/383,Yes,24.99,
Traumatize,R,10E,119/383,Yes,5.99,
Treasure Hunter,U,10E,52/383,Yes,0.49,
Treetop Bracers,C,10E,304/383,Yes,0.25,
Treetop Village,U,10E,361/383,Yes,4.99,
Troll Ascetic,R,10E,305/383,Yes,6.99,
True Believer,R,10E,53/383,Yes,4.99,
Tundra Wolves,C,10E,54/383,Yes,0.49,
Twincast,R,10E,120/383,Yes,4.99,
Twitch,C,10E,121/383,Yes,0.25,
Uncontrollable Anger,C,10E,244/383,Yes,0.25,
Underground River,R,10E,362/383,Yes,11.99,
Underworld Dreams,R,10E,184/383,Yes,5.99,
Unholy Strength,C,10E,185/383,Yes,0.75,
Unsummon,C,10E,122/383,Yes,0.99,
Upwelling,R,10E,306/383,Yes,1.99,
Vampire Bats,C,10E,186/383,Yes,0.25,
Vedalken Mastermind,U,10E,123/383,Yes,1.99,
Venerable Monk,C,10E,55/383,Yes,0.25,
Verdant Force,R,10E,307/383,Yes,3.99,
Viashino Runner,C,10E,245/383,Yes,0.25,
Viashino Sandscout,C,10E,246/383,Yes,0.25,
Viridian Shaman,U,10E,308/383,Yes,1.99,
Voice of All,R,10E,56/383,Yes,5.99,
Wall of Air,U,10E,124/383,Yes,0.99,
Wall of Fire,U,10E,247/383,Yes,0.49,
Wall of Swords,U,10E,57/383,Yes,1.49,
Wall of Wood,C,10E,309/383,Yes,0.49,
Warp World,R,10E,248/383,Yes,1.99,
Warrior's Honor,C,10E,58/383,Yes,0.25,
Whispersilk Cloak,U,10E,345/383,Yes,2.99,
Wild Griffin,C,10E,59/383,Yes,0.25,
Windborn Muse,R,10E,60/383,Yes,3.99,
Wrath of God,R,10E,61/383,Yes,34.99,
Wurm's Tooth,U,10E,346/383,Yes,0.75,
Yavimaya Coast,R,10E,363/383,Yes,11.99,
Yavimaya Enchantress,U,10E,310/383,Yes,1.99,
Youthful Knight,C,10E,62/383,Yes,0.75,
Abuna's Chant,C,5DN,1/165,No,0.15,
Acquire,R,5DN,21/165,No,1.49,
Advanced Hoverguard,C,5DN,22/165,No,0.15,
All Suns' Dawn,R,5DN,81/165,No,0.99,
Anodet Lurker,C,5DN,101/165,No,0.15,
Arachnoid,U,5DN,102/165,No,0.25,
Arcbound Wanderer,U,5DN,103/165,No,0.25,
Armed Response,C,5DN,2/165,No,0.15,
Artificer's Intuition,R,5DN,23/165,No,0.99,
Auriok Champion,R,5DN,3/165,No,14.99,
Auriok Salvagers,U,5DN,4/165,No,0.25,
Auriok Windwalker,R,5DN,5/165,No,0.49,
Avarice Totem,U,5DN,104/165,No,0.25,
Baton of Courage,C,5DN,105/165,No,0.15,
Battered Golem,C,5DN,106/165,No,0.15,
Beacon of Creation,R,5DN,82/165,No,2.99,
Beacon of Destruction,R,5DN,61/165,No,0.99,
Beacon of Immortality,R,5DN,6/165,No,6.99,
Beacon of Tomorrows,R,5DN,24/165,No,3.99,
Beacon of Unrest,R,5DN,41/165,No,3.99,
Blasting Station,U,5DN,107/165,No,2.49,
Blind Creeper,C,5DN,42/165,No,0.25,
Blinkmoth Infusion,R,5DN,25/165,No,0.49,
Bringer of the Black Dawn,R,5DN,43/165,No,1.49,
Bringer of the Blue Dawn,R,5DN,26/165,No,2.99,
Bringer of the Green Dawn,R,5DN,83/165,No,1.49,
Bringer of the Red Dawn,R,5DN,62/165,No,1.49,
Bringer of the White Dawn,R,5DN,7/165,No,1.49,
Cackling Imp,C,5DN,44/165,No,0.15,
Channel the Suns,U,5DN,84/165,No,0.49,
Chimeric Coils,U,5DN,108/165,No,0.25,
Circle of Protection: Artifacts,U,5DN,8/165,No,0.25,
Clearwater Goblet,R,5DN,109/165,No,0.99,
Clock of Omens,U,5DN,110/165,No,0.49,
Composite Golem,U,5DN,111/165,No,0.25,
Condescend,C,5DN,27/165,No,0.75,
Conjurer's Bauble,C,5DN,112/165,No,0.49,
Cosmic Larva,R,5DN,63/165,No,0.49,
Cranial Plating,C,5DN,113/165,No,2.99,
Crucible of Worlds,R,5DN,114/165,No,29.99,
Dawn's Reflection,C,5DN,85/165,No,0.25,
Desecration Elemental,R,5DN,45/165,No,0.49,
Devour in Shadow,U,5DN,46/165,No,0.49,
Disruption Aura,U,5DN,28/165,No,0.25,
Door to Nothingness,R,5DN,115/165,No,0.99,
Doubling Cube,R,5DN,116/165,No,6.99,
Dross Crocodile,C,5DN,47/165,No,0.15,
Early Frost,C,5DN,29/165,No,0.25,
Ebon Drake,U,5DN,48/165,No,0.25,
Endless Whispers,R,5DN,49/165,No,0.75,
Energy Chamber,U,5DN,117/165,No,0.99,
Engineered Explosives,R,5DN,118/165,No,9.99,
Ensouled Scimitar,U,5DN,119/165,No,0.49,
Eon Hub,R,5DN,120/165,No,0.99,
Etched Oracle,U,5DN,121/165,No,0.25,
Eternal Witness,U,5DN,86/165,No,3.49,
Eyes of the Watcher,U,5DN,30/165,No,0.25,
Fangren Pathcutter,U,5DN,87/165,No,0.25,
Feedback Bolt,U,5DN,64/165,No,0.25,
Ferocious Charge,C,5DN,88/165,No,0.15,
Ferropede,U,5DN,122/165,No,0.25,
Fill with Fright,C,5DN,50/165,No,0.15,
Fist of Suns,R,5DN,123/165,No,9.99,
Fleshgrafter,C,5DN,51/165,No,0.15,
Fold into AEther,U,5DN,31/165,No,0.25,
Furnace Whelp,U,5DN,65/165,No,0.25,
Gemstone Array,U,5DN,124/165,No,0.49,
Goblin Brawler,C,5DN,66/165,No,0.15,
Goblin Cannon,U,5DN,125/165,No,0.25,
Grafted Wargear,U,5DN,126/165,No,1.99,
Granulate,R,5DN,67/165,No,0.49,
Grinding Station,U,5DN,127/165,No,0.49,
Guardian Idol,U,5DN,128/165,No,0.25,
Healer's Headdress,C,5DN,129/165,No,0.15,
Heliophial,C,5DN,130/165,No,0.15,
Helm of Kaldra,R,5DN,131/165,No,5.99,
Horned Helm,C,5DN,132/165,No,0.15,
Hoverguard Sweepers,R,5DN,32/165,No,0.49,
Infused Arrows,U,5DN,133/165,No,0.25,
Into Thin Air,C,5DN,33/165,No,0.15,
Ion Storm,R,5DN,68/165,No,0.49,
Iron-Barb Hellion,U,5DN,69/165,No,0.25,
Joiner Adept,R,5DN,89/165,No,1.49,
Krark-Clan Engineers,U,5DN,70/165,No,0.25,
Krark-Clan Ironworks,U,5DN,134/165,No,0.99,
Krark-Clan Ogre,C,5DN,71/165,No,0.15,
Lantern of Insight,U,5DN,135/165,No,0.25,
Leonin Squire,C,5DN,9/165,No,0.15,
Lose Hope,C,5DN,52/165,No,0.15,
Loxodon Anchorite,C,5DN,10/165,No,0.15,
Loxodon Stalwart,U,5DN,11/165,No,0.25,
Lunar Avenger,U,5DN,136/165,No,0.25,
Magma Giant,R,5DN,72/165,No,0.49,
Magma Jet,U,5DN,73/165,No,2.99,
Magnetic Theft,U,5DN,74/165,No,0.25,
Mana Geyser,C,5DN,75/165,No,0.25,
Mephidross Vampire,R,5DN,53/165,No,5.99,
Moriok Rigger,R,5DN,54/165,No,0.49,
Mycosynth Golem,R,5DN,137/165,No,11.99,
Myr Quadropod,C,5DN,138/165,No,0.15,
Myr Servitor,C,5DN,139/165,No,
Neurok Stealthsuit,C,5DN,140/165,No,0.49,
Night's Whisper,U,5DN,55/165,No,1.99,
Nim Grotesque,U,5DN,56/165,No,0.25,
Opaline Bracers,C,5DN,141/165,No,0.15,
Ouphe Vandals,U,5DN,90/165,No,0.25,
Paradise Mantle,U,5DN,142/165,No,3.99,
Pentad Prism,C,5DN,143/165,No,0.25,
Plasma Elemental,U,5DN,34/165,No,0.25,
Plunge into Darkness,R,5DN,57/165,No,0.99,
Possessed Portal,R,5DN,144/165,No,0.49,
Qumulox,U,5DN,35/165,No,0.25,
Rain of Rust,C,5DN,76/165,No,0.15,
Raksha Golden Cub,R,5DN,12/165,No,1.99,
Razorgrass Screen,C,5DN,145/165,No,0.15,
Razormane Masticore,R,5DN,146/165,No,0.49,
Relentless Rats,U,5DN,58/165,No,2.49,
Relic Barrier,U,5DN,147/165,No,0.25,
Retaliate,R,5DN,13/165,No,0.99,
Reversal of Fortune,R,5DN,77/165,No,0.75,
Rite of Passage,R,5DN,91/165,No,0.75,
Roar of Reclamation,R,5DN,14/165,No,0.49,
Rude Awakening,R,5DN,92/165,No,0.75,
Salvaging Station,R,5DN,148/165,No,0.75,
Sawtooth Thresher,C,5DN,149/165,No,0.15,
Screaming Fury,C,5DN,78/165,No,0.15,
Serum Visions,C,5DN,36/165,No,5.99,
Shattered Dreams,U,5DN,59/165,No,0.25,
Silent Arbiter,R,5DN,150/165,No,5.99,
Skullcage,U,5DN,151/165,No,0.25,
Skyhunter Prowler,C,5DN,15/165,No,0.15,
Skyhunter Skirmisher,U,5DN,16/165,No,0.49,
Skyreach Manta,C,5DN,152/165,No,0.15,
Solarion,R,5DN,153/165,No,0.99,
Spark Elemental,C,5DN,79/165,No,0.75,
Sparring Collar,C,5DN,154/165,No,0.15,
Spectral Shift,R,5DN,37/165,No,0.49,
Spinal Parasite,U,5DN,155/165,No,0.25,
Staff of Domination,R,5DN,156/165,No,11.99,
Stand Firm,C,5DN,17/165,No,0.15,
Stasis Cocoon,C,5DN,18/165,No,0.15,
Steelshaper's Gift,U,5DN,19/165,No,3.99,
Summoner's Egg,R,5DN,157/165,No,1.99,
Summoning Station,R,5DN,158/165,No,0.99,
Suncrusher,R,5DN,159/165,No,0.49,
Suntouched Myr,C,5DN,160/165,No,0.15,
Sylvok Explorer,C,5DN,93/165,No,0.15,
Synod Centurion,U,5DN,161/165,No,0.25,
Tangle Asp,C,5DN,94/165,No,0.15,
Tel-Jilad Justice,U,5DN,95/165,No,0.25,
Tel-Jilad Lifebreather,C,5DN,96/165,No,0.15,
Thermal Navigator,C,5DN,162/165,No,0.15,
Thought Courier,C,5DN,38/165,No,0.15,
Tornado Elemental,R,5DN,97/165,No,0.99,
Trinket Mage,C,5DN,39/165,No,0.49,
Tyrranax,C,5DN,98/165,No,0.15,
Vanquish,U,5DN,20/165,No,0.25,
Vedalken Mastermind,U,5DN,40/165,No,0.49,
Vedalken Orrery,R,5DN,163/165,No,7.99,
Vedalken Shackles,R,5DN,164/165,No,12.99,
Vicious Betrayal,C,5DN,60/165,No,0.15,
Viridian Lorebearers,U,5DN,99/165,No,0.25,
Viridian Scout,C,5DN,100/165,No,0.15,
Vulshok Sorcerer,C,5DN,80/165,No,0.25,
Wayfarer's Bauble,C,5DN,165/165,No,0.49,
Abuna's Chant,C,5DN,1/165,Yes,0.25,
Acquire,R,5DN,21/165,Yes,7.99,
Advanced Hoverguard,C,5DN,22/165,Yes,0.25,
All Suns' Dawn,R,5DN,81/165,Yes,5.99,
Anodet Lurker,C,5DN,101/165,Yes,0.25,
Arachnoid,U,5DN,102/165,Yes,0.49,
Arcbound Wanderer,U,5DN,103/165,Yes,0.49,
Armed Response,C,5DN,2/165,Yes,0.25,
Artificer's Intuition,R,5DN,23/165,Yes,3.99,
Auriok Champion,R,5DN,3/165,Yes,24.99,
Auriok Salvagers,U,5DN,4/165,Yes,1.49,
Auriok Windwalker,R,5DN,5/165,Yes,1.99,
Avarice Totem,U,5DN,104/165,Yes,0.99,
Baton of Courage,C,5DN,105/165,Yes,0.25,
Battered Golem,C,5DN,106/165,Yes,0.25,
Beacon of Creation,R,5DN,82/165,Yes,4.99,
Beacon of Destruction,R,5DN,61/165,Yes,2.99,
Beacon of Immortality,R,5DN,6/165,Yes,11.99,
Beacon of Tomorrows,R,5DN,24/165,Yes,11.99,
Beacon of Unrest,R,5DN,41/165,Yes,14.99,
Blasting Station,U,5DN,107/165,Yes,5.99,
Blind Creeper,C,5DN,42/165,Yes,0.49,
Blinkmoth Infusion,R,5DN,25/165,Yes,1.99,
Bringer of the Black Dawn,R,5DN,43/165,Yes,4.99,
Bringer of the Blue Dawn,R,5DN,26/165,Yes,6.99,
Bringer of the Green Dawn,R,5DN,83/165,Yes,2.99,
Bringer of the Red Dawn,R,5DN,62/165,Yes,2.99,
Bringer of the White Dawn,R,5DN,7/165,Yes,3.99,
Cackling Imp,C,5DN,44/165,Yes,0.25,
Channel the Suns,U,5DN,84/165,Yes,1.99,
Chimeric Coils,U,5DN,108/165,Yes,0.49,
Circle of Protection: Artifacts,U,5DN,8/165,Yes,0.49,
Clearwater Goblet,R,5DN,109/165,Yes,2.49,
Clock of Omens,U,5DN,110/165,Yes,1.99,
Composite Golem,U,5DN,111/165,Yes,0.99,
Condescend,C,5DN,27/165,Yes,2.99,
Conjurer's Bauble,C,5DN,112/165,Yes,2.49,
Cosmic Larva,R,5DN,63/165,Yes,1.99,
Cranial Plating,C,5DN,113/165,Yes,14.99,
Crucible of Worlds,R,5DN,114/165,Yes,69.99,
Dawn's Reflection,C,5DN,85/165,Yes,0.99,
Desecration Elemental,R,5DN,45/165,Yes,1.99,
Devour in Shadow,U,5DN,46/165,Yes,0.99,
Disruption Aura,U,5DN,28/165,Yes,0.49,
Door to Nothingness,R,5DN,115/165,Yes,3.99,
Doubling Cube,R,5DN,116/165,Yes,11.99,
Dross Crocodile,C,5DN,47/165,Yes,0.25,
Early Frost,C,5DN,29/165,Yes,0.49,
Ebon Drake,U,5DN,48/165,Yes,0.49,
Endless Whispers,R,5DN,49/165,Yes,1.99,
Energy Chamber,U,5DN,117/165,Yes,1.99,
Engineered Explosives,R,5DN,118/165,Yes,49.99,
Ensouled Scimitar,U,5DN,119/165,Yes,0.99,
Eon Hub,R,5DN,120/165,Yes,4.99,
Etched Oracle,U,5DN,121/165,Yes,2.49,
Eternal Witness,U,5DN,86/165,Yes,24.99,
Eyes of the Watcher,U,5DN,30/165,Yes,0.75,
Fangren Pathcutter,U,5DN,87/165,Yes,0.49,
Feedback Bolt,U,5DN,64/165,Yes,0.49,
Ferocious Charge,C,5DN,88/165,Yes,0.25,
Ferropede,U,5DN,122/165,Yes,0.49,
Fill with Fright,C,5DN,50/165,Yes,0.25,
Fist of Suns,R,5DN,123/165,Yes,19.99,
Fleshgrafter,C,5DN,51/165,Yes,0.25,
Fold into AEther,U,5DN,31/165,Yes,0.49,
Furnace Whelp,U,5DN,65/165,Yes,0.49,
Gemstone Array,U,5DN,124/165,Yes,1.99,
Goblin Brawler,C,5DN,66/165,Yes,0.25,
Goblin Cannon,U,5DN,125/165,Yes,0.75,
Grafted Wargear,U,5DN,126/165,Yes,7.99,
Granulate,R,5DN,67/165,Yes,1.99,
Grinding Station,U,5DN,127/165,Yes,0.99,
Guardian Idol,U,5DN,128/165,Yes,1.99,
Healer's Headdress,C,5DN,129/165,Yes,0.25,
Heliophial,C,5DN,130/165,Yes,0.25,
Helm of Kaldra,R,5DN,131/165,Yes,7.99,
Horned Helm,C,5DN,132/165,Yes,0.49,
Hoverguard Sweepers,R,5DN,32/165,Yes,1.99,
Infused Arrows,U,5DN,133/165,Yes,0.49,
Into Thin Air,C,5DN,33/165,Yes,0.25,
Ion Storm,R,5DN,68/165,Yes,1.99,
Iron-Barb Hellion,U,5DN,69/165,Yes,0.49,
Joiner Adept,R,5DN,89/165,Yes,2.99,
Krark-Clan Engineers,U,5DN,70/165,Yes,0.49,
Krark-Clan Ironworks,U,5DN,134/165,Yes,3.49,
Krark-Clan Ogre,C,5DN,71/165,Yes,0.25,
Lantern of Insight,U,5DN,135/165,Yes,0.49,
Leonin Squire,C,5DN,9/165,Yes,0.49,
Lose Hope,C,5DN,52/165,Yes,0.25,
Loxodon Anchorite,C,5DN,10/165,Yes,0.25,
Loxodon Stalwart,U,5DN,11/165,Yes,0.49,
Lunar Avenger,U,5DN,136/165,Yes,0.49,
Magma Giant,R,5DN,72/165,Yes,1.99,
Magma Jet,U,5DN,73/165,Yes,7.99,
Magnetic Theft,U,5DN,74/165,Yes,0.49,
Mana Geyser,C,5DN,75/165,Yes,0.99,
Mephidross Vampire,R,5DN,53/165,Yes,14.99,
Moriok Rigger,R,5DN,54/165,Yes,1.99,
Mycosynth Golem,R,5DN,137/165,Yes,17.99,
Myr Quadropod,C,5DN,138/165,Yes,0.25,
Myr Servitor,C,5DN,139/165,Yes,1.99,
Neurok Stealthsuit,C,5DN,140/165,Yes,0.99,
Night's Whisper,U,5DN,55/165,Yes,7.99,
Nim Grotesque,U,5DN,56/165,Yes,0.49,
Opaline Bracers,C,5DN,141/165,Yes,0.25,
Ouphe Vandals,U,5DN,90/165,Yes,0.49,
Paradise Mantle,U,5DN,142/165,Yes,7.99,
Pentad Prism,C,5DN,143/165,Yes,2.99,
Plasma Elemental,U,5DN,34/165,Yes,0.49,
Plunge into Darkness,R,5DN,57/165,Yes,4.99,
Possessed Portal,R,5DN,144/165,Yes,1.99,
Qumulox,U,5DN,35/165,Yes,0.49,
Rain of Rust,C,5DN,76/165,Yes,0.25,
Raksha Golden Cub,R,5DN,12/165,Yes,7.99,
Razorgrass Screen,C,5DN,145/165,Yes,0.25,
Razormane Masticore,R,5DN,146/165,Yes,3.99,
Relentless Rats,U,5DN,58/165,Yes,4.99,
Relic Barrier,U,5DN,147/165,Yes,0.49,
Retaliate,R,5DN,13/165,Yes,1.99,
Reversal of Fortune,R,5DN,77/165,Yes,4.99,
Rite of Passage,R,5DN,91/165,Yes,1.99,
Roar of Reclamation,R,5DN,14/165,Yes,1.99,
Rude Awakening,R,5DN,92/165,Yes,4.99,
Salvaging Station,R,5DN,148/165,Yes,3.99,
Sawtooth Thresher,C,5DN,149/165,Yes,0.25,
Screaming Fury,C,5DN,78/165,Yes,0.25,
Serum Visions,C,5DN,36/165,Yes,19.99,
Shattered Dreams,U,5DN,59/165,Yes,0.49,
Silent Arbiter,R,5DN,150/165,Yes,11.99,
Skullcage,U,5DN,151/165,Yes,0.49,
Skyhunter Prowler,C,5DN,15/165,Yes,0.25,
Skyhunter Skirmisher,U,5DN,16/165,Yes,1.49,
Skyreach Manta,C,5DN,152/165,Yes,0.25,
Solarion,R,5DN,153/165,Yes,1.99,
Spark Elemental,C,5DN,79/165,Yes,1.49,
Sparring Collar,C,5DN,154/165,Yes,0.25,
Spectral Shift,R,5DN,37/165,Yes,1.99,
Spinal Parasite,U,5DN,155/165,Yes,0.49,
Staff of Domination,R,5DN,156/165,Yes,39.99,
Stand Firm,C,5DN,17/165,Yes,0.25,
Stasis Cocoon,C,5DN,18/165,Yes,0.25,
Steelshaper's Gift,U,5DN,19/165,Yes,11.99,
Summoner's Egg,R,5DN,157/165,Yes,2.99,
Summoning Station,R,5DN,158/165,Yes,2.99,
Suncrusher,R,5DN,159/165,Yes,1.99,
Suntouched Myr,C,5DN,160/165,Yes,0.25,
Sylvok Explorer,C,5DN,93/165,Yes,0.25,
Synod Centurion,U,5DN,161/165,Yes,0.49,
Tangle Asp,C,5DN,94/165,Yes,0.49,
Tel-Jilad Justice,U,5DN,95/165,Yes,0.49,
Tel-Jilad Lifebreather,C,5DN,96/165,Yes,0.25,
Thermal Navigator,C,5DN,162/165,Yes,0.25,
Thought Courier,C,5DN,38/165,Yes,0.49,
Tornado Elemental,R,5DN,97/165,Yes,2.99,
Trinket Mage,C,5DN,39/165,Yes,7.99,
Tyrranax,C,5DN,98/165,Yes,0.25,
Vanquish,U,5DN,20/165,Yes,0.49,
Vedalken Mastermind,U,5DN,40/165,Yes,1.49,
Vedalken Orrery,R,5DN,163/165,Yes,19.99,
Vedalken Shackles,R,5DN,164/165,Yes,44.99,
Vicious Betrayal,C,5DN,60/165,Yes,0.49,
Viridian Lorebearers,U,5DN,99/165,Yes,0.49,
Viridian Scout,C,5DN,100/165,Yes,0.25,
Vulshok Sorcerer,C,5DN,80/165,Yes,0.99,
Wayfarer's Bauble,C,5DN,165/165,Yes,3.99,
AEther Flash,U,7ED,172/350,No,0.49,
